Код;Номер будинку;ВулицяКод;БалансоутримувачКод;ОбслуговуючаОрганізаціяКод;РайонКод
63196;3а;769;104;213;4
124174;10;393;103;111;3
123345;3/1;393;103;111;3
122979;5/2;393;103;111;3
122849;6;393;103;111;3
122839;7;393;103;111;3
122322;8;393;103;111;3
64404;3А;752;104;213;4
63454;3Б;752;104;213;4
28588;10;225;7;186;7
28626;11;225;7;186;7
34443;11а;225;7;186;7
28623;11б;225;7;186;7
34437;11в;225;7;186;7
28632;12;225;7;186;7
140011;13;225;7;186;7
33340;13б;225;7;186;7
29037;14/3;225;7;186;7
29025;14а;225;7;186;7
29001;14б;225;7;186;7
29068;15;225;7;186;7
33344;15б;225;7;186;7
29086;16;225;7;186;7
29104;17;225;7;186;7
30328;17а;225;7;186;7
30288;18;225;7;186;7
29245;19;225;7;186;7
30515;21;225;7;186;7
230006;26;225;31;1;7
30121;3;225;7;186;7
28809;4;225;7;186;7
28522;5;225;7;186;7
28845;5а;225;7;186;7
28514;6;225;7;186;7
33341;7;225;7;186;7
28554;7а;225;7;186;7
28553;8;225;7;186;7
28860;8б;225;7;186;7
30207;8в;225;7;186;7
33430;9;225;7;186;7
30177;9а;225;7;186;7
33432;9б;225;7;186;7
14257;13А;331;10;210;9
12774;13Б;331;10;210;9
210000;16;331;79;1;9
14274;17/6;331;10;210;9
210091;18;331;92;1;9
210031;2;331;10;1;9
13657;2;331;10;209;9
210034;20;331;10;1;9
12793;20;331;10;210;9
210035;22;331;10;1;9
13054;22;331;10;210;9
12868;24/2;331;10;210;9
210032;3;331;10;1;9
12600;3 гурт.;331;10;210;9
210033;7;331;10;1;9
13885;7;331;10;209;9
12648;9;331;10;209;9
140023;1;757;101;9;5
64164;1;234;104;221;4
63897;10;234;104;221;4
65116;14;234;104;221;4
63925;2;234;104;221;4
64126;27;234;104;221;4
64156;3;234;104;221;4
64152;3-а;234;104;221;4
64144;7;234;104;221;4
47007;11;658;106;144;8
46884;12;658;106;144;8
291142;12;658;106;144;
45680;14;658;106;144;8
291143;14;658;106;144;
46822;4;658;106;144;8
127169;61;347;103;110;3
127240;61А;347;103;110;3
127489;63;347;103;110;3
127179;63А;347;103;110;3
128299;65;347;103;110;3
128390;65А;347;103;110;3
210104;1;159;10;1;9
9701;1;159;10;69;9
12225;11;159;10;69;9
10774;11-А;159;10;69;9
12189;11-Б;159;10;69;9
10364;3;159;10;69;9
20375;3-Б;159;10;69;9
10974;3-В;159;10;69;9
210105;3А;159;10;1;9
11190;5;159;10;69;9
10947;5-А;159;10;69;9
210001;7;159;10;1;9
9984;7-А;159;10;69;9
11673;9;159;10;69;9
21872;9-А;159;10;69;9
65941;8А;643;104;214;4
130420;2;325;106;141;8
55828;3;325;106;141;8
55829;4;325;106;141;8
290297;2/4;888;117;152;6
290292;20;888;117;152;6
290293;23;888;117;152;6
290294;24;888;117;152;6
290295;26;888;117;152;6
290296;51;888;117;152;6
140073;14;448;116;152;6
77272;2/4;448;117;217;6
75954;20;448;117;217;6
75304;23;448;117;217;6
75877;24;448;117;217;6
75421;26;448;117;217;6
75942;28;448;117;217;6
76552;32;448;117;217;6
77259;4;448;117;217;6
76430;51;448;117;217;6
75336;53;448;117;217;6
99638;10;334;105;121;2
99059;12;334;105;121;2
99332;14;334;105;121;2
270079;16;334;105;1;2
98926;16;334;105;121;2
270205;16 ЛІТ.Б;334;105;1;2
270080;18А;334;105;1;2
99108;18а;334;105;121;2
98680;20;334;105;121;2
98451;24;334;105;121;2
270204;24 ЛІТ.Б;334;105;1;2
98362;26;334;105;121;2
98516;26а;334;105;121;2
104368;26б;334;105;121;2
98291;28;334;105;121;2
103148;28а;334;105;121;2
98385;28б;334;105;121;2
99283;30;334;105;122;2
270081;30/6;334;105;1;2
97878;30/6;334;105;122;2
270015;30А;334;105;122;2
97520;32Б;334;105;122;2
97522;32в;334;105;122;2
97868;34;334;105;122;2
104365;36;334;105;122;2
102824;38;334;105;122;2
99748;4;334;105;121;2
96879;40;334;105;122;2
96598;44;334;105;123;2
102735;46;334;105;123;2
270038;50 ЛІТ.А;334;79;1;2
97548;50а;334;105;123;2
96401;50в;334;105;123;2
270039;52;334;105;123;2
103107;54;334;105;123;2
270041;54А;334;96;1;2
103106;56;334;105;123;2
96270;56а;334;105;123;2
270078;6;334;105;1;2
99646;6;334;105;121;2
94944;62;334;105;123;2
95554;62а;334;105;123;2
96813;62б;334;105;123;2
96703;64;334;105;123;2
95146;66;334;105;123;2
95093;68/2;334;105;123;2
98994;6а;334;105;121;2
101013;6б;334;105;121;2
94829;70;334;105;123;2
95082;72;334;105;123;2
95074;74;334;105;123;2
270206;78;334;105;1;2
96506;78;334;105;123;2
99381;8;334;105;121;2
96502;80;334;105;123;2
95099;80а;334;105;123;2
290298;2;889;117;154;6
290299;2А;889;117;154;6
79321;2;449;117;222;6
79310;2а;449;117;222;6
79142;4;449;117;222;6
79305;8/4;449;117;222;6
140105;4;783;104;215;4
290302;12/15;246;117;156;6
74383;12/15;246;117;220;6
290005;3;246;29;1;6
74264;4;246;117;220;6
72956;4-А;246;117;220;6
290303;4А;246;117;156;6
290300;6;246;117;156;6
72790;6;246;117;220;6
74389;6-В;246;117;220;6
290301;8;246;117;156;6
72966;8;246;117;220;6
14876;10;601;10;210;9
16276;14 гурт.;601;10;210;9
13834;3Б;601;10;210;9
15396;4 гурт.;601;10;210;9
250005;23;841;8;12;3
89791;10;828;1;181;1
89792;12;828;1;181;1
82292;14;828;1;181;1
240224;14-А;828;1;34;1
88465;3;828;1;181;1
240225;3-А;828;1;34;1
240226;3-Б;828;1;34;1
82191;4;828;1;181;1
240227;4-А;828;1;34;1
82879;5;828;1;181;1
240228;5-А;828;1;34;1
89789;6;828;1;181;1
240229;6-А;828;1;34;1
82541;8;828;1;181;1
89790;8А;828;1;181;1
67890;12А;603;104;214;4
66530;12А';603;104;214;4
66811;16А;603;104;214;4
67650;2/6;603;104;214;4
66684;5;603;104;214;4
67543;10А;578;104;214;4
67731;18А;578;104;214;4
68630;20А;578;104;214;4
260002;3/7;578;44;1;4
210040;10/5;952;10;1;9
210041;10/5;952;10;1;9
12447;10/5;952;10;209;9
12620;12;952;10;209;9
12458;13;952;10;209;9
210038;16;952;10;1;9
12622;16;952;10;209;9
12490;19/10;952;10;209;9
12633;20;952;10;209;9
21705;20А;952;10;209;9
12493;21;952;10;209;9
12492;22/15;952;10;209;9
12640;23;952;10;209;9
12645;25/17;952;10;209;9
210042;4/6;952;10;1;9
12570;4/6;952;10;209;9
210036;5;952;10;1;9
12574;5;952;10;209;9
210039;6/5;952;10;1;9
13762;6/5;952;10;209;9
12451;7 А;952;10;209;9
13770;7;952;10;209;9
12441;8;952;10;209;9
210037;9;952;10;1;9
12608;9;952;10;209;9
125914;4;401;103;108;3
123948;11;346;103;111;3
125461;13А;346;103;111;3
123998;14;346;103;111;3
125599;15/5;346;103;111;3
124952;17/5;346;103;108;3
124519;19-а;346;103;108;3
125965;19-б;346;103;108;3
124592;19-в;346;103;108;3
124448;22/7;346;103;108;3
124590;24/7;346;103;108;3
125122;25;346;103;108;3
126234;25-а;346;103;108;3
126249;27/6;346;103;108;3
80825;1/3;492;117;222;6
96475;2;55;105;125;2
94601;62;55;105;125;2
95776;62а;55;105;125;2
270082;63/5;55;105;1;2
102449;63/5;55;105;125;2
270083;64;55;105;1;2
95433;64;55;105;125;2
102422;65;55;105;125;2
95504;67;55;105;125;2
102426;68;55;105;125;2
270207;68 ЛІТ.Б;55;105;1;2
103615;69;55;105;125;2
94082;70;55;105;125;2
270026;71;55;105;125;2
102452;72;55;105;125;2
270084;74;55;105;1;2
95306;74;55;105;125;2
75831;2;493;117;217;6
50368;1;689;106;139;8
49882;11;689;106;139;8
291160;11;689;106;164;
50006;12;689;106;139;8
290858;12;689;106;139;
56664;14;689;106;139;8
290859;14;689;106;139;
55405;16;689;106;139;8
50413;2;689;106;139;8
56666;20;689;106;139;8
56665;22;689;106;139;8
290860;22;689;106;139;
50423;24;689;106;139;8
49948;3;689;106;139;8
51589;3-А;689;106;139;8
290856;3-А;689;106;139;
50062;4;689;106;139;8
51793;5;689;106;139;8
51873;6;689;106;139;8
290857;7;689;106;139;
51583;9;689;106;139;8
140123;7/10;678;106;139;8
63317;1/24;327;104;215;4
63128;10;327;104;215;4
63037;12;327;104;215;4
61983;14;327;104;215;4
63024;16;327;104;215;4
61223;18;327;104;215;4
61058;19;327;104;215;4
62971;21;327;104;215;4
61638;23;327;104;215;4
61642;24;327;104;215;4
63319;4;327;104;215;4
62053;5/9;327;104;215;4
62781;68А;327;104;215;4
61528;8/7;327;104;215;4
44102;1;687;106;142;8
291008;1;687;106;142;
291011;11;687;106;142;
43334;11-13;687;106;142;8
43316;15;687;106;142;8
291012;15;687;106;142;
44098;3;687;106;142;8
45223;5;687;106;142;8
45206;7;687;106;142;8
291009;7;687;106;142;
45130;9;687;106;142;8
291010;9;687;106;142;
52302;11;542;106;141;8
52122;12;542;106;141;8
53824;13;542;106;141;8
52579;9;542;106;141;8
50894;11;526;106;140;8
291161;13;526;106;164;
57460;3;526;106;140;8
51110;7;526;106;140;8
52196;9;526;106;140;8
88631;18;830;1;181;1
90101;20;830;1;181;1
32819;9;228;7;200;7
118005;8;800;117;212;6
51850;1/7;659;106;139;8
51624;8-А;659;106;139;8
290861;8-А;659;106;139;
127467;4;957;103;110;3
33383;1/29;211;7;187;7
29371;10;211;7;187;7
29398;12;211;7;187;7
33381;14;211;7;187;7
29325;16;211;7;187;7
230033;16/2;211;7;17;7
29282;18;211;7;187;7
29404;18а;211;7;187;7
30748;18б;211;7;187;7
30682;20;211;7;187;7
29396;20а;211;7;187;7
29310;22;211;7;187;7
30751;8;211;7;187;7
30700;8а;211;7;187;7
32257;23;567;7;200;7
49080;10;657;106;140;8
48636;6;657;106;140;8
48358;8;657;106;140;8
100243;3а;335;105;122;2
101206;3б;335;105;122;2
270085;3В;335;105;1;2
100388;3в;335;105;122;2
99694;5;335;105;122;2
101179;5а;335;105;122;2
270016;7/2, літ.Б;335;2;160;2
99078;9;335;105;122;2
270017;9А;335;105;122;2
270208;ЗБ ЛІТ.Б;335;105;1;2
106554;10;162;102;117;5
107710;10а;162;102;117;5
107775;2а;162;102;117;5
106767;2б;162;102;117;5
106560;6;162;102;117;5
107714;6а;162;102;117;5
106755;6б;162;102;117;5
200009;8;162;102;117;5
30558;10;226;7;205;7
30569;10/1;226;7;205;7
30830;10а;226;7;205;7
30566;12;226;7;205;7
30938;12/1;226;7;205;7
31861;12/2;226;7;205;7
30836;14;226;7;205;7
31754;16/1;226;7;205;7
30615;4/1;226;7;205;7
30552;4/2;226;7;205;7
30485;6/1;226;7;205;7
31736;8/2;226;7;205;7
140154;71 (гурт.);982;7;194;7
40063;1/9;244;11;206;10
35243;11;244;11;206;10
35303;13;244;11;206;10
36982;14;244;11;206;10
130878;14-а;244;11;206;10
41159;4;244;11;206;10
36969;5;244;11;206;10
220012;7;0;76;1;10
220042;7;244;75;1;10
40060;8;244;11;206;10
39917;8-а;244;11;206;10
41158;8-б;244;11;206;10
220045;8г;244;11;70;10
113999;34;27;102;119;5
114484;38А;27;102;119;5
60705;12;76;104;213;4
61173;6;76;104;213;4
60673;8;76;104;213;4
112570;7-В;561;13;60;5
112471;9/5;561;102;184;5
49243;1/20;620;106;140;8
49588;11;620;106;140;8
290906;11;620;106;140;
48821;3;620;106;140;8
50689;5;620;106;140;8
49458;7/7;620;106;140;8
30065;10;52;7;187;7
230034;11Б;52;7;17;7
230035;11В;52;7;17;7
28494;12;52;7;187;7
230004;12а;52;90;1;7
28496;12б;52;7;187;7
230036;13А;52;7;17;7
230037;13Б;52;7;17;7
30179;14;52;7;187;7
33267;15;52;7;187;7
33268;15а;52;7;187;7
30189;16;52;7;187;7
30248;18/21;52;7;187;7
34488;21;52;7;187;7
28693;3а;52;7;187;7
28131;4;52;7;187;7
28781;5а;52;7;187;7
28492;5б;52;7;187;7
29933;6;52;7;187;7
28850;7а;52;7;187;7
28867;7б;52;7;187;7
28726;8;52;7;187;7
28346;8а;52;7;187;7
33364;9;52;7;187;7
64195;109/2;984;104;221;4
65258;109А;984;104;221;4
65253;109Б;984;104;221;4
63921;109В/1;984;104;221;4
63985;110;984;104;221;4
65228;111;984;104;221;4
63909;115/1;984;104;221;4
65214;115/2;984;104;221;4
65217;115/3;984;104;221;4
64253;116;984;104;221;4
64266;116-а;984;104;221;4
65210;117;984;104;221;4
64245;118;984;104;221;4
63982;118/2;984;104;221;4
64128;119/1;984;104;221;4
63886;121/2;984;104;221;4
63978;122/1;984;104;221;4
63845;123;984;104;221;4
64213;124;984;104;221;4
64209;126/2;984;104;221;4
63754;127;984;104;213;4
63650;127А;984;104;213;4
63649;129А;984;104;213;4
64971;15Г;984;104;214;4
66518;2/9А;984;104;214;4
64965;20А;984;104;214;4
64924;24А;984;104;214;4
65356;24Б;984;104;214;4
130106;30/5;984;104;214;4
66264;31Б;984;104;214;4
65303;31В;984;104;214;4
64822;34-38А;984;104;214;4
65441;85/87;984;104;221;4
63988;89;984;104;221;4
290304;14/2;890;117;156;6
73710;14/2;706;117;220;6
75001;15;706;117;220;6
73692;7;706;117;220;6
290307;10/8;650;117;150;6
69619;10/8;650;117;212;6
290308;11/10;650;117;150;6
69601;11/10;650;117;212;6
290305;12;650;117;150;6
69636;12;650;117;212;6
290306;13;650;117;150;6
69629;13;650;117;212;6
115608;11;35;102;120;5
116502;13/7;35;102;120;5
116880;14-16;35;102;120;5
116676;15/4;35;102;120;5
115690;15/6;35;102;120;5
115171;15/7;35;102;120;5
115140;15/8;35;102;120;5
115607;32/1;35;102;120;5
115597;32/2;35;102;120;5
115109;32/3;35;102;120;5
115101;32/3а;35;102;120;5
116355;32/4;35;102;120;5
116282;32/5;35;102;120;5
115082;32/6;35;102;120;5
116339;32/9;35;102;120;5
115305;9;35;102;120;5
126623;1/2;291;103;110;3
126511;10;291;103;110;3
126289;11;291;103;110;3
127664;12;291;103;110;3
126219;12А;291;103;110;3
127683;13;291;103;110;3
126644;13А;291;103;110;3
127685;15;291;103;110;3
126639;15А;291;103;110;3
126723;15Б;291;103;110;3
140058;16;291;103;110;3
140014;17/10;291;103;110;3
140015;17А;291;103;110;3
126267;18;291;103;110;3
126220;18А;291;103;110;3
126202;18Б;291;103;110;3
127695;19;291;103;110;3
126333;1А;291;103;110;3
127418;2/34;291;103;110;3
127672;20;291;103;110;3
127699;21;291;103;110;3
126275;22;291;103;110;3
126331;23;291;103;110;3
126370;25;291;103;110;3
126371;25А;291;103;110;3
127675;26;291;103;110;3
127800;27;291;103;110;3
126288;28;291;103;110;3
126648;28А;291;103;110;3
126406;29;291;103;110;3
126621;3;291;103;110;3
126655;30;291;103;110;3
127684;30А;291;103;110;3
126445;31;291;103;110;3
126737;34;291;103;110;3
127799;34А;291;103;110;3
126805;37;291;103;110;3
127665;4;291;103;110;3
127888;41;291;103;110;3
126416;4А;291;103;110;3
127706;5;291;103;110;3
127668;6;291;103;110;3
126512;6А;291;103;110;3
126654;7/11;291;103;110;3
127690;9/12;291;103;110;3
99975;1а;338;105;121;2
100006;1г;338;105;121;2
270192;1Г ЛІТ.Б;338;105;1;2
100085;5;338;105;121;2
270013;5Б;338;105;121;2
104022;6;338;105;123;2
104084;8;338;105;123;2
101974;15;784;106;140;8
220023;11а;51;11;68;10
37642;3;51;11;165;10
37981;5;51;11;165;10
39367;9;51;11;165;10
100018;4;744;105;124;2
98558;6;744;105;124;2
103113;6а;744;105;124;2
104128;23/15;404;105;126;2
95125;24;404;105;126;2
93155;32/4;404;105;126;2
93143;34;404;105;126;2
93134;36;404;105;126;2
290948;10/17;927;106;141;
290947;21;927;106;141;
290946;27;927;106;141;
290949;7;927;106;141;
57347;10/17;326;106;141;8
51232;12-А;326;106;141;8
51300;14;326;106;141;8
52785;16;326;106;141;8
51104;19/2;326;106;141;8
51380;20/6;326;106;141;8
52852;21;326;106;141;8
52946;22/9;326;106;141;8
51784;26;326;106;141;8
51630;27;326;106;141;8
51645;28;326;106;141;8
51888;37;326;106;141;8
52160;39/8;326;106;141;8
51133;4;326;106;141;8
53392;40;326;106;141;8
52465;7;326;106;141;8
125294;10;222;103;108;3
126539;11;222;103;108;3
124721;12;222;103;108;3
124692;12-а;222;103;108;3
126695;13;222;103;108;3
125962;14-б;222;103;108;3
126248;14/24;222;103;108;3
125509;15;222;103;108;3
125677;17;222;103;108;3
126782;20;222;103;108;3
125777;24;222;103;108;3
125055;3;222;103;108;3
124726;4-а;222;103;108;3
125311;6;222;103;108;3
124822;9/2;222;103;108;3
21916;12;154;10;69;9
20604;13;154;10;69;9
21915;14-А;154;10;69;9
20595;14-Б;154;10;69;9
9916;14-В;154;10;69;9
9915;14-Г;154;10;69;9
20583;15;154;10;69;9
20584;17;154;10;69;9
210043;17-а;154;10;1;9
20796;17-А;154;10;69;9
22010;17-Б;154;10;69;9
21902;19;154;10;69;9
49060;11-А;432;106;144;8
49055;12;432;106;144;8
48205;20/2;432;106;144;8
48997;22/1;432;106;144;8
48348;3;432;106;144;8
140024;2;502;102;184;5
124248;3;397;103;109;3
124306;4;397;103;109;3
110982;32;632;102;115;5
110506;60-А;632;102;115;5
110375;60-Б;632;102;115;5
110395;60-В;632;102;115;5
109355;60-Г;632;102;115;5
110283;67;632;102;115;5
52044;3;688;106;139;8
52045;5;688;106;139;8
50327;5 корп.1;688;106;139;8
290862;5,корп.1;688;106;139;
52036;7;688;106;139;8
100015;4;392;103;111;3
123146;5;392;103;111;3
270176;10;530;105;1;2
98229;11;530;105;124;2
98764;12;530;105;123;2
98219;13;530;105;124;2
99641;14;530;105;124;2
270022;15;530;105;124;2
270024;15а;530;2;161;2
270023;15Б;530;105;124;2
98474;17;530;105;124;2
96986;1а;530;105;124;2
103109;1б;530;105;124;2
96936;1в;530;105;124;2
102806;2;530;105;123;2
100023;21;530;105;124;2
104283;27в;530;105;124;2
99627;29;530;105;124;2
97514;3/1;530;105;124;2
102805;4а;530;105;123;2
97509;5;530;105;124;2
99583;6;530;105;123;2
103126;6а;530;105;123;2
270086;6Б;530;105;1;2
102781;6б;530;105;123;2
97623;7;530;105;124;2
270018;8А;530;105;123;2
270177;8Б;530;105;1;2
98702;8в;530;105;123;2
97996;9;530;105;124;2
15272;3;728;10;101;9
109139;13/23;168;102;199;5
109311;16;168;102;199;5
109133;18 к.1;168;102;199;5
107978;18 к.2;168;102;199;5
108040;18 к.3;168;102;199;5
108250;3/к1;168;102;199;5
107909;5/2;168;102;199;5
101201;1;444;105;121;2
98498;15;444;105;121;2
98691;15а;444;105;121;2
270087;17;444;105;1;2
99506;17;444;105;122;2
270175;17А;444;105;1;2
140007;17а;444;105;122;2
270209;17А ЛІТ.Б;444;105;1;2
270042;17Б;444;2;1;2
270088;17В;444;105;1;2
103146;17в;444;105;122;2
99497;17г;444;105;122;2
98590;18а;444;105;122;2
270089;19;444;105;1;2
97511;19;444;105;122;2
270178;1А;444;105;1;2
98403;20;444;105;122;2
140008;20а;444;105;122;2
98241;24;444;105;122;2
98186;24-А;444;13;60;2
99829;3;444;105;121;2
99648;3а;444;105;121;2
99607;3б;444;105;121;2
99732;5;444;105;121;2
99382;5а;444;105;121;2
99067;5б;444;105;121;2
100845;7;444;105;121;2
250001;1;852;79;1;3
45879;10;58;106;142;8
291034;10;58;106;142;
44876;10-А;58;106;142;8
291035;10-А;58;106;142;
45844;12;58;106;142;8
45813;14;58;106;142;8
291036;14;58;106;142;
45795;14-А;58;106;142;8
44622;16;58;106;142;8
291037;16;58;106;142;
44678;17;58;106;143;8
44670;19;58;106;143;8
45718;20;58;106;142;8
45569;22;58;106;142;8
44509;24;58;106;142;8
44306;28;58;106;142;8
291038;28;58;106;142;
44105;30/28;58;106;142;8
291039;30/28;58;106;142;
43880;38-А;58;106;142;8
45141;4;58;106;142;8
44997;4-А;58;106;142;8
43668;40;58;106;142;8
45894;8;58;106;142;8
291033;8;58;106;142;
43538;9;58;106;143;8
43160;9-А;58;106;143;8
291122;9-А;58;106;143;
77169;10;585;117;216;6
78486;12;585;117;216;6
78129;18;585;117;216;6
76742;20а;585;117;216;6
78117;20б;585;117;216;6
76803;22а;585;117;216;6
76721;22б;585;117;216;6
78553;3/25;585;117;216;6
77236;6;585;117;216;6
77163;7/9;585;117;216;6
77216;8;585;117;216;6
82588;2;803;1;167;1
82246;2А;803;1;167;1
82816;4;803;1;167;1
82813;4А;803;1;167;1
82290;4Б;803;1;167;1
82852;4В;803;1;167;1
84178;4Г;803;1;167;1
67217;7;600;115;13;4
290309;10;550;117;152;6
74415;10;550;117;211;6
74322;12;550;117;211;6
290316;13-15;550;117;152;6
74615;13/15;550;117;211;6
290310;14;550;117;152;6
74307;14;550;117;211;6
74241;16;550;117;211;6
290317;16А;550;117;152;6
75179;16а;550;117;211;6
74243;16б;550;117;211;6
290311;17;550;117;152;6
74557;17;550;117;211;6
290312;18;550;117;156;6
75136;18;550;117;211;6
290313;23;550;117;152;6
74349;23;550;117;217;6
290314;27;550;117;152;6
74039;27;550;117;217;6
290315;29;550;117;152;6
75218;29;550;117;217;6
126957;3;387;103;110;3
126970;3А;387;103;110;3
260003;1/7;155;23;1;4
65117;10-а;155;104;221;4
65207;10-б;155;104;221;4
65101;12-а;155;104;221;4
64099;12-б;155;104;221;4
63914;17/19;155;104;221;4
64196;2;155;104;221;4
64169;2-а;155;104;221;4
64167;2-б;155;104;221;4
64161;21;155;104;221;4
64145;31;155;104;221;4
63839;65;155;104;221;4
63686;67;155;104;221;4
64880;67 к.11;155;104;221;4
63820;67 к.12;155;104;221;4
64063;67 к.13;155;104;221;4
63676;67-б ;155;104;221;4
64934;68;155;115;19;4
63757;69;155;104;221;4
100327;1/2;532;105;122;2
103227;10;532;105;122;2
270179;10;532;105;1;2
104662;10а;532;105;122;2
270011;10А;532;105;112;2
100304;10б;532;105;122;2
130091;10в;532;105;122;2
270091;11/1;532;105;1;2
101751;11/1;532;105;122;2
270092;12;532;105;1;2
102979;12;532;105;112;2
102867;12а;532;105;112;2
102870;12б;532;105;112;2
103043;12г;532;105;112;2
101693;12ж;532;105;112;2
102791;12і;532;105;112;2
270210;12Л ЛІТ.Б;532;105;1;2
101392;12л;532;105;112;2
103045;14;532;105;112;2
101364;18;532;105;112;2
102897;1а;532;105;122;2
100419;2;532;105;122;2
130089;2/12;532;105;112;2
103308;24;532;105;112;2
104812;24а;532;105;112;2
104143;2а;532;105;122;2
104601;2а;532;105;112;2
103189;2б;532;105;112;2
102898;3а;532;105;122;2
101971;3б;532;105;122;2
102114;4;532;105;122;2
270040;5А(садок);532;96;1;2
100310;6;532;105;122;2
103176;6;532;105;112;2
100893;6а;532;105;122;2
104606;7;532;105;122;2
102099;8;532;105;122;2
102855;8;532;105;112;2
270090;8А;532;105;1;2
100863;8а;532;105;122;2
270173;9А;532;105;1;2
140060;9а;532;105;122;2
270174;9Б;532;105;1;2
140061;9б;532;105;122;2
94418;7;25;105;126;2
94737;17/32;610;105;126;2
94735;33;610;105;126;2
33657;1/10;236;7;203;7
30113;3;236;7;203;7
140084;4;236;7;203;7
30427;5;236;7;203;7
31563;6;236;7;203;7
52358;18;476;106;141;8
55825;22;476;106;141;8
65730;10А;156;104;214;4
65499;16А;156;104;214;4
65153;18А;156;104;214;4
65151;19А;156;104;214;4
66112;1А;156;104;214;4
65882;1Б;156;104;214;4
66717;20;156;104;214;4
66716;21/12А;156;104;214;4
65124;22/17А;156;104;214;4
65466;24А;156;104;214;4
66609;25;156;104;214;4
65432;27А;156;104;214;4
65091;27Б;156;104;214;4
65429;31А;156;104;214;4
65421;32А;156;104;214;4
65057;34;156;104;214;4
65399;36;156;104;214;4
66443;37А;156;104;214;4
66052;4;156;104;214;4
66347;43;156;104;214;4
65372;44;156;104;214;4
65365;45;156;104;214;4
64927;46-52;156;104;214;4
65361;51;156;104;214;4
64953;53а;156;104;214;4
64915;54;156;104;214;4
64918;55А;156;104;214;4
64899;56;156;104;214;4
66336;57;156;104;214;4
64890;59/5;156;104;214;4
130098;61;156;104;214;4
66274;63/12;156;104;214;4
290324;10;708;117;154;6
80377;10;708;117;222;6
80360;11;708;117;222;6
290006;17;708;41;1;6
290318;3;708;117;154;6
81547;3;708;117;222;6
290319;4;708;117;154;6
81659;4;708;117;222;6
80354;5;708;117;222;6
290320;6;708;117;154;6
81668;6;708;117;222;6
290321;7;708;117;154;6
81655;7;708;117;222;6
290322;8;708;117;154;6
81725;8;708;117;222;6
290323;9;708;117;154;6
80636;9;708;117;222;6
99089;10;522;105;137;2
