id;name;old_name;name_display
867;;Архітектора Ніколаєва;Архітектора Ніколаєва
186;;Астраханська;Астраханська
69;;Ахматової Анни;Ахматової Анни
872;;Бiлоруська;Бiлоруська
980;Безрука Марка;Бабушкiна;Безрука Марка / Бабушкiна
873;;Бабушкiна;Бабушкiна
936;Безручка Марка;Бабушкіна;Безручка Марка / Бабушкіна
5;;Бабушкіна;Бабушкіна
874;;Багговутiвська;Багговутiвська
10;;Багговутівська;Багговутівська
125;;Бажана;Бажана
187;;Бажова;Бажова
406;;Бакинська;Бакинська
6;;Балакліївська;Балакліївська
63;;Бальзака;Бальзака
374;;Барбюса Анрі;Барбюса Анрі
316;;Басейна;Басейна
354;;Бастіонна;Бастіонна
386;;Бастіонний;Бастіонний
1005;Корчака Януша;Баумана;Корчака Януша / Баумана
38;;Баумана;Баумана
472;;Бауманська;Бауманська
536;;Бахмацька;Бахмацька
992;;Безручка Марка;Безручка Марка
30;;Берегова;Берегова
837;;Бережанська;Бережанська
666;;Березнева;Березнева
188;;Березняківська;Березняківська
65;;Беретті;Беретті
789;;Берковецька;Берковецька
875;;Берлинського Максима;Берлинського Максима
423;;Берлінського Максима;Берлінського Максима
212;;Бессарабська;Бессарабська
599;;Бестужева Олександра;Бестужева Олександра
876;;Бехтеревський;Бехтеревський
437;;Бехтерєвський;Бехтерєвський
932;Горської Алли;Бєлiнського Чеслава;Горської Алли / Бєлiнського Чеслава
798;Горської Алли;Бєлінського Чеслава;Горської Алли / Бєлінського Чеслава
606;;Биківський;Биківський
512;;Бикова;Бикова
193;;Бишівський;Бишівський
732;;Білгородська;Білгородська
729;;Білецького академіка;Білецького академіка
768;;Білицька;Білицька
549;;Біличанська;Біличанська
342;;Білокур Катерини;Білокур Катерини
475;;Білоруська;Білоруська
979;Турчина Ігоря;Блюхера;Турчина Ігоря / Блюхера
855;;Блюхера;Блюхера
937;Турчина Ігоря;Блюхера Василя;Турчина Ігоря / Блюхера Василя
11;;Блюхера Василя;Блюхера Василя
821;;Богатирська;Богатирська
639;;Богданівська;Богданівська
368;;Богомольця академіка;Богомольця академіка
161;Малевича Казимира;Боженка;Малевича Казимира / Боженка
189;;Бойченка Олександра;Бойченка Олександра
128;;Бондарська;Бондарська
754;;Бондарський;Бондарський
505;;Бориславська;Бориславська
1003;;Борисоглiбська;Борисоглiбська
638;;Борисоглібська;Борисоглібська
109;;Бориспільска;Бориспільска
856;;Бориспільська;Бориспільська
569;;Бориспільське;Бориспільське
607;;Боричів;Боричів
733;;Боричів Тік;Боричів Тік
833;;Боровиковського;Боровиковського
865;;Борщагiвська;Борщагiвська
81;;Борщагівська;Борщагівська
507;;Боткіна;Боткіна
190;;Братиславська;Братиславська
651;;Братська;Братська
139;;Брест-Литовський;Брест-Литовський
781;;Броварський;Броварський
590;;Брюллова;Брюллова
42;Маричанська;Бубнова Андрія;Маричанська / Бубнова Андрія
260;;Бударіна;Бударіна
112;;Будищанська;Будищанська
191;;Будівельників;Будівельників
56;;Булаховського академіка;Булаховського академіка
15;;Булгакова;Булгакова
988;;Бульварно-Кудрявська;Бульварно-Кудрявська
43;;Бурмистенка;Бурмистенка
362;;Буслівська;Буслівська
1013;;Бутишев;Бутишев
348;провул. Бутишев;Бутишев;провул. Бутишев / Бутишев
192;;Бучми Амвросія;Бучми Амвросія
877;;Вавилових;Вавилових
247;;Вавілових;Вавілових
259;;Валківська;Валківська
275;;Василевської Ванди;Василевської Ванди
499;;Василенка Миколи;Василенка Миколи
44;;Васильківська;Васильківська
150;;Васильченка;Васильченка
194;;Ватутіна Генерала;Ватутіна Генерала
157;;Введенська;Введенська
878;;Велика Василькiвська;Велика Василькiвська
986;;Велика Васильківська;Велика Васильківська
300;Велика Васильківська;Велика Васильківська;Велика Васильківська / Велика Васильківська
179;;Велика Житомирська;Велика Житомирська
527;;Велика Китаївська;Велика Китаївська
74;;Вербицького Архітектора;Вербицького Архітектора
615;;Верболозна;Верболозна
85;;Вереснева;Вереснева
201;;Вернадського академіка;Вернадського академіка
443;;Верхній Вал;Верхній Вал
136;;Верховинна;Верховинна
199;;Верховинця Василя;Верховинця Василя
196;;Верховної Ради;Верховної Ради
195;;Вершигори Петра;Вершигори Петра
647;Назарівська;Вєтрова;Назарівська / Вєтрова
82;;Виборзька;Виборзька
113;;Вигурівський;Вигурівський
1000;;Винниченка Володимира;Винниченка Володимира
216;;Виноградний;Виноградний
114;;Висоцького Володимира;Висоцького Володимира
337;;Вишгородська;Вишгородська
398;;Вишні Остапа;Вишні Остапа
177;;Вишняківська;Вишняківська
595;;Відпочинку;Відпочинку
53;;Відрадний;Відрадний
933;;Військовий;Військовий
197;;Вільде Едуарда;Вільде Едуарда
778;;Вінницька;Вінницька
142;;Вірменська;Вірменська
269;;Вітрука Генерала;Вітрука Генерала
591;;Вітряні Гори;Вітряні Гори
32;;Вітчизняна;Вітчизняна
584;;Воздвиженська;Воздвиженська
198;;Возз'єднання;Возз'єднання
991;;Вознесенський;Вознесенський
86;;Волго-Донська;Волго-Донська
87;;Волго-Донський;Волго-Донський
250;;Волгоградська;Волгоградська
31;;Волжзька;Волжзька
623;;Волинська;Волинська
54;;Волкова космонавта;Волкова космонавта
665;;Володимиро-Либідська;Володимиро-Либідська
101;;Володимирська;Володимирська
592;;Волоська;Волоська
563;;Волховська;Волховська
438;Бульварно-Кудрявська;Воровського;Бульварно-Кудрявська / Воровського
204;;Воскресенська;Воскресенська
805;;Восьмого Березня;Восьмого Березня
636;;Вузівська;Вузівська
973;Йорданська;Гавро Лайоша;Йорданська / Гавро Лайоша
815;;Гавро Лайоша;Гавро Лайоша
205;;Гагарiна Юрiя;Гагарiна Юрiя
845;;Гагаріна Юрія;Гагаріна Юрія
820;;Гайдай Зої;Гайдай Зої
351;пров. Хрестовий;Гайцана Миколи;пров. Хрестовий / Гайцана Миколи
531;;Галана Ярослава;Галана Ярослава
133;;Галицька;Галицька
938;Квітки Цісик;Гамарника;Квітки Цісик / Гамарника
20;;Гамарника;Гамарника
544;;Гаріна Бориса;Гаріна Бориса
178;;Гарматна;Гарматна
879;;Георгiївський;Георгiївський
734;;Георгіївський;Георгіївський
631;;Геофізиків;Геофізиків
822;;Героїв Дніпра;Героїв Дніпра
200;;Героїв космосу;Героїв космосу
170;;Героїв оборони;Героїв оборони
434;;Героїв Севастополя;Героїв Севастополя
788;;Героїв Сталінграда;Героїв Сталінграда
702;;Герцена;Герцена
560;;Гетьмана Вадима;Гетьмана Вадима
880;;Глiбова;Глiбова
375;;Глазунова;Глазунова
483;;Глібова;Глібова
624;;Глінки;Глінки
147;;Глушкова академіка;Глушкова академіка
513;;Гмирі;Гмирі
926;;Гмирі Бориса;Гмирі Бориса
853;;Гната Юри;Гната Юри
881;;Гоголiвська;Гоголiвська
510;;Гоголівська;Гоголівська
435;;Головка Андрія;Головка Андрія
174;;Голосіївська;Голосіївська
504;;Гомельська;Гомельська
66;;Гонгадзе Георгія;Гонгадзе Георгія
775;;Гонти;Гонти
882;;Гонти Iвана;Гонти Iвана
120;;Гончара Олеся;Гончара Олеся
698;;Гончарова;Гончарова
949;Ґалаґанівська;Горбачова Омеляна;Ґалаґанівська / Горбачова Омеляна
270;;Горбачова Омеляна;Горбачова Омеляна
1011;;Гордієнка Кості;Гордієнка Кості
223;Кості Гордієнка;Гордієнка Кості;Кості Гордієнка / Гордієнка Кості
514;;Горлівська;Горлівська
696;;Горовиця Олександра;Горовиця Олександра
352;;Городецького архітектора;Городецького архітектора
697;;Городня;Городня
1002;;Горської Алли;Горської Алли
104;Антоновича;Горького;Антоновича / Горького
793;;Горького;Горького
379;;Госпітальна;Госпітальна
883;;Грiнченка Бориса;Грiнченка Бориса
64;;Градинська;Градинська
884;;Грекова Академiка;Грекова Академiка
479;;Грекова Академіка;Грекова Академіка
89;;Гречка маршала;Гречка маршала
49;;Григоренка Петра;Григоренка Петра
251;;Григоровича-Барського;Григоровича-Барського
468;;Грінченка Бориса;Грінченка Бориса
206;;Гродненська;Гродненська
557;;Грозненська;Грозненська
315;;Грушевського Михайла;Грушевського Михайла
389;;Гусовського;Гусовського
947;Шамо Ігоря;Давидова Олексія;Шамо Ігоря / Давидова Олексія
207;;Давидова Олексія;Давидова Олексія
8;;Далека;Далека
506;;Данькевича Костянтина;Данькевича Костянтина
383;;Дарвіна;Дарвіна
202;;Дарницький;Дарницький
693;;Дашавська;Дашавська
208;;Двінська;Двінська
24;;Дев'ятого Травня;Дев'ятого Травня
885;;Дегтярiвська;Дегтярiвська
408;;Дегтярівська;Дегтярівська
759;;Дежньова;Дежньова
126;;Декабристів;Декабристів
409;;Делегатський;Делегатський
78;;Деміївська;Деміївська
79;;Деміївський;Деміївський
273;;Депутатська;Депутатська
993;;Деревлянська;Деревлянська
801;;Деснянська;Деснянська
654;;Десятинна;Десятинна
621;;Десятинний;Десятинний
808;;Джерельна;Джерельна
807;;Джерельний;Джерельний
145;Ділова;Димитрова;Ділова / Димитрова
1012;;Ділова;Ділова
298;Ділова;Ділова;Ділова / Ділова
886;;Дмитрiвська;Дмитрiвська
288;;Дмитрівська;Дмитрівська
806;;Дніпроводська;Дніпроводська
209;;Дніпровська;Дніпровська
127;;Дніпродзержинська;Дніпродзержинська
782;;Дністровська;Дністровська
19;;Добрий Шлях;Добрий Шлях
274;;Доброхотова академіка;Доброхотова академіка
887;;Довженка;Довженка
115;;Довженка Олександра;Довженка Олександра
653;Довнар-Запольського Митрофана;Довнар-Запольського;Довнар-Запольського Митрофана / Довнар-Запольського
994;;Довнар-Запольського Митрофана;Довнар-Запольського Митрофана
9;;Докучаєвська;Докучаєвська
433;;Донецька;Донецька
459;;Донця Михайла;Донця Михайла
588;;Дончука Василя;Дончука Василя
692;;Дорогожицька;Дорогожицька
50;;Драгоманова;Драгоманова
378;;Драгомирова;Драгомирова
111;;Драйзера Теодора;Драйзера Теодора
361;;Дружби Народів;Дружби Народів
817;Оболонська;Дружби Народів;Оболонська / Дружби Народів
777;;Дружківська;Дружківська
171;;Дубініна Володі;Дубініна Володі
946;Тороповського Георгія;Дубового Івана;Тороповського Георгія / Дубового Івана
203;;Дубового Івана;Дубового Івана
825;;Дубровицька;Дубровицька
997;;Дудника Георгія;Дудника Георгія
964;Вишиваного Василя;Дундича Олеко;Вишиваного Василя / Дундича Олеко
644;;Дундича Олеко;Дундича Олеко
321;;Дяченка;Дяченка
33;;Електриків;Електриків
868;;Електротехнічна;Електротехнічна
210;;Ентузіастів;Ентузіастів
350;;Еспланадна;Еспланадна
289;;Естонська;Естонська
543;;Єреванська;Єреванська
477;;Желябова;Желябова
14;;Жилянська;Жилянська
625;;Житкова Бориса;Житкова Бориса
770;;Житньоторзька;Житньоторзька
227;;Жмаченка Генерала;Жмаченка Генерала
663;;Жмеринська;Жмеринська
547;;Жолудєва;Жолудєва
138;;Жукова маршала;Жукова маршала
616;;Жуковського Василя;Жуковського Василя
667;;Забіли Віктора;Забіли Віктора
146;;Заболотного академіка;Заболотного академіка
718;;Задорожний;Задорожний
80;;Закревського Миколи;Закревського Миколи
384;;Залізничне;Залізничне
559;;Заломова Петра;Заломова Петра
769;;Замковецький;Замковецький
393;;Заньковецької Марії;Заньковецької Марії
752;;Западинська;Западинська
225;;Запорожця Петра;Запорожця Петра
331;;Заслонова Костянтина;Заслонова Костянтина
757;;Затєвахіна;Затєвахіна
1004;;Захарiвська;Захарiвська
234;;Захарівська;Захарівська
658;;Західна;Західна
347;;Звіринецька;Звіринецька
159;;Здолбунівська;Здолбунівська
643;;Зелінського академіка;Зелінського академіка
325;;Златопільська;Златопільська
888;;Златоустiвська;Златоустiвська
448;;Златоустівська;Златоустівська
334;;Зодчих;Зодчих
889;;Золотоворiтська;Золотоворiтська
449;;Золотоворітська;Золотоворітська
783;;Золочівського;Золочівського
246;;Зоологічна;Зоологічна
601;;Зрошувальна;Зрошувальна
841;провул. Бутишев;Іванова Андрія;провул. Бутишев / Іванова Андрія
828;;Івашкевича Ярослава;Івашкевича Ярослава
603;;Ігоревська;Ігоревська
578;;Іллінська;Іллінська
952;Пасхаліна Юрія;Ілліча;Пасхаліна Юрія / Ілліча
336;;Ілліча;Ілліча
401;;Інженерний;Інженерний
346;;Інститутська;Інститутська
1010;;Іпсилантієвський;Іпсилантієвський
492;;Ірининська;Ірининська
55;;Ірпінська;Ірпінська
493;;Ісаакяна;Ісаакяна
689;;Іскрівська;Іскрівська
678;;Іскрівська/Міцкевича Адама;Іскрівська/Міцкевича Адама
327;;Їжакевича Івана;Їжакевича Івана
687;;Каблукова академіка;Каблукова академіка
542;;Кавказька;Кавказька
526;;Кадетський гай;Кадетський гай
830;;Казанська;Казанська
228;;Калачівська;Калачівська
800;;Калинова;Калинова
659;Гладківська;Калінінградська;Гладківська / Калінінградська
