id;name;balans_id;service_id;street_id
1; Відсутній в ГІС ;342342342;;
108204;40-річчя Жовтня/ Голосіївський 100/2 просп.;102;199;799
109697;40-річчя Жовтня/ Голосіївський 102/1 просп.;102;199;799
108944;40-річчя Жовтня/ Голосіївський 103 просп.;102;199;799
108935;40-річчя Жовтня/ Голосіївський 105 просп.;102;199;799
109680;40-річчя Жовтня/ Голосіївський 106/2 просп.;102;199;799
108050;40-річчя Жовтня/ Голосіївський 108/1 просп.;102;199;799
111980;40-річчя Жовтня/ Голосіївський 11 просп.;102;184;799
109096;40-річчя Жовтня/ Голосіївський 110 просп.;102;199;799
109070;40-річчя Жовтня/ Голосіївський 112 просп.;102;199;799
109037;40-річчя Жовтня/ Голосіївський 114/к1 просп.;102;199;799
109024;40-річчя Жовтня/ Голосіївський 114/к2 просп.;102;199;799
200000;40-річчя Жовтня/ Голосіївський 116 просп.;82;;799
107471;40-річчя Жовтня/ Голосіївський 118/к1 просп.;102;199;799
107253;40-річчя Жовтня/ Голосіївський 118/к2 просп.;102;199;799
200006;40-річчя Жовтня/ Голосіївський 118Б просп.;102;237;799
107231;40-річчя Жовтня/ Голосіївський 120/к1 просп.;102;199;799
107458;40-річчя Жовтня/ Голосіївський 120/к2 просп.;102;199;799
107219;40-річчя Жовтня/ Голосіївський 120/к3 просп.;102;199;799
107416;40-річчя Жовтня/ Голосіївський 122/к1 просп.;102;199;799
107213;40-річчя Жовтня/ Голосіївський 122/к2 просп.;102;199;799
107399;40-річчя Жовтня/ Голосіївський 122/к3 просп.;102;199;799
108891;40-річчя Жовтня/ Голосіївський 126/к1 просп.;102;199;799
108894;40-річчя Жовтня/ Голосіївський 126/к2 просп.;102;199;799
108888;40-річчя Жовтня/ Голосіївський 126/к3 просп.;102;199;799
108812;40-річчя Жовтня/ Голосіївський 126/к4 просп.;102;199;799
107119;40-річчя Жовтня/ Голосіївський 128 просп.;102;199;799
113186;40-річчя Жовтня/ Голосіївський 13 просп.;102;184;799
113045;40-річчя Жовтня/ Голосіївський 15А просп.;102;184;799
111951;40-річчя Жовтня/ Голосіївський 15б просп.;102;184;799
111236;40-річчя Жовтня/ Голосіївський 17 просп.;102;184;799
112980;40-річчя Жовтня/ Голосіївський 17А просп.;102;184;799
111607;40-річчя Жовтня/ Голосіївський 17Б просп.;102;184;799
130856;40-річчя Жовтня/ Голосіївський 19 просп.;102;184;799
110817;40-річчя Жовтня/ Голосіївський 23 просп.;102;184;799
110818;40-річчя Жовтня/ Голосіївський 25 просп.;102;184;799
112538;40-річчя Жовтня/ Голосіївський 46/1 просп.;102;228;799
112297;40-річчя Жовтня/ Голосіївський 46А просп.;102;228;799
111060;40-річчя Жовтня/ Голосіївський 48 просп.;102;228;799
113349;40-річчя Жовтня/ Голосіївський 5 просп.;102;184;799
110052;40-річчя Жовтня/ Голосіївський 70 к.2 просп.;102;228;799
109737;40-річчя Жовтня/ Голосіївський 74 просп.;102;228;799
110020;40-річчя Жовтня/ Голосіївський 74А просп.;102;228;799
109675;40-річчя Жовтня/ Голосіївський 82 просп.;102;228;799
109757;40-річчя Жовтня/ Голосіївський 84 просп.;102;228;799
110605;40-річчя Жовтня/ Голосіївський 86/1 просп.;102;228;799
109268;40-річчя Жовтня/ Голосіївський 88 просп.;102;228;799
107739;40-річчя Жовтня/ Голосіївський 89 просп.;102;199;799
113222;40-річчя Жовтня/ Голосіївський 9 просп.;102;184;799
110340;40-річчя Жовтня/ Голосіївський 90 просп.;102;228;799
109030;40-річчя Жовтня/ Голосіївський 91 просп.;102;199;799
109177;40-річчя Жовтня/ Голосіївський 92/1 просп.;102;228;799
110269;40-річчя Жовтня/ Голосіївський 94/1 просп.;102;228;799
108656;40-річчя Жовтня/ Голосіївський 94/2 просп.;102;228;799
108373;40-річчя Жовтня/ Голосіївський 96 просп.;102;228;799
108965;40-річчя Жовтня/ Голосіївський 97 просп.;102;199;799
108971;40-річчя Жовтня/ Голосіївський 97А просп.;102;199;799
108743;40-річчя Жовтня/ Голосіївський 98/2 просп.;102;228;799
107215;40-річчя Жовтня/ Голосіївський 99 просп.;102;199;799
290022;Iсаакяна 2 вул.;117;152;869
70389;Авіаконструктора Ігоря Сікорського 6 вул.;117;219;999
140149;Авіаконструктора Ігоря Сікорського 6-а вул.;117;219;999
82924;Автозаводська 11 вул.;1;181;826
82881;Автозаводська 15А вул.;1;181;826
83016;Автозаводська 17 вул.;1;181;826
240022;Автозаводська 21-Б вул.;1;34;826
84160;Автозаводська 21А вул.;1;181;826
84162;Автозаводська 25 вул.;1;181;826
240023;Автозаводська 25-Г вул.;1;34;826
88039;Автозаводська 25А вул.;1;181;826
82304;Автозаводська 25Б вул.;1;181;826
89676;Автозаводська 25В вул.;1;181;826
82794;Автозаводська 27 вул.;1;181;826
240024;Автозаводська 27-Г вул.;1;34;826
84098;Автозаводська 27Б вул.;1;181;826
82587;Автозаводська 27В вул.;1;181;826
84085;Автозаводська 39 вул.;1;181;826
88027;Автозаводська 41 вул.;1;181;826
88026;Автозаводська 43 вул.;1;181;826
90100;Автозаводська 5 вул.;1;181;826
240025;Автозаводська 5-А вул.;1;34;826
240026;Автозаводська 5-Б вул.;1;34;826
88274;Автозаводська 61 вул.;1;182;826
88273;Автозаводська 63 вул.;1;182;826
90094;Автозаводська 7 вул.;1;181;826
88628;Автозаводська 7А вул.;1;181;826
90095;Автозаводська 7Б вул.;1;181;826
240014;Автозаводська 83 вул.;1;45;826
82528;Автозаводська 87 вул.;1;182;826
82242;Автозаводська 87А вул.;1;182;826
82514;Автозаводська 89 вул.;1;182;826
83949;Автозаводська 89А вул.;1;182;826
240028;Автозаводська 9-Б вул.;1;34;826
82194;Автозаводська 93 вул.;1;182;826
240027;Автозаводська 93-А вул.;1;34;826
82517;Автозаводська 97/5 вул.;1;182;826
83036;Автозаводська 9А вул.;1;181;826
82296;Агрегатна 2 вул.;1;181;827
240029;Агрегатна 2-А вул.;1;34;827
32383;Азербайджанська 16/1 вул.;7;200;184
30968;Азербайджанська 16/2 вул.;7;200;184
31351;Азербайджанська 16/3 вул.;7;200;184
31335;Азербайджанська 16/4 вул.;7;200;184
32151;Азербайджанська 2 вул.;7;200;184
31281;Азербайджанська 4 вул.;7;200;184
30889;Азербайджанська 6 вул.;7;200;184
30910;Азербайджанська 8а вул.;7;200;184
30908;Азербайджанська 8б вул.;7;200;184
230000;Алішера Навої 3 просп.;28;;851
34135;Алма-Атинська 101 вул.;7;201;185
32600;Алма-Атинська 101а вул.;7;201;185
32628;Алма-Атинська 101б вул.;7;201;185
34148;Алма-Атинська 103/1 вул.;7;201;185
32640;Алма-Атинська 105/2 вул.;7;201;185
32558;Алма-Атинська 107/2 вул.;7;201;185
34206;Алма-Атинська 109а вул.;7;201;185
32718;Алма-Атинська 111 вул.;7;201;185
32613;Алма-Атинська 2 вул.;7;200;185
31975;Алма-Атинська 34 вул.;7;201;185
140086;Алма-Атинська 36а вул.;7;201;185
33071;Алма-Атинська 37б вул.;7;201;185
34795;Алма-Атинська 39а вул.;7;201;185
34792;Алма-Атинська 39в вул.;7;201;185
130036;Алма-Атинська 39г вул.;7;201;185
34796;Алма-Атинська 39д вул.;7;201;185
130037;Алма-Атинська 39е вул.;7;201;185
36095;Алма-Атинська 39з вул.;7;201;185
31528;Алма-Атинська 4 вул.;7;200;185
36096;Алма-Атинська 41а вул.;7;201;185
130853;Алма-Атинська 41б вул.;7;201;185
33080;Алма-Атинська 43/57 вул.;7;201;185
31546;Алма-Атинська 4а вул.;7;200;185
32232;Алма-Атинська 52 вул.;7;201;185
32292;Алма-Атинська 52а вул.;7;201;185
34113;Алма-Атинська 54 вул.;7;201;185
32586;Алма-Атинська 56 вул.;7;201;185
32916;Алма-Атинська 64а вул.;7;201;185
32707;Алма-Атинська 66 вул.;7;201;185
32936;Алма-Атинська 68 вул.;7;201;185
34246;Алма-Атинська 68а вул.;7;201;185
32944;Алма-Атинська 70 вул.;7;201;185
32297;Алма-Атинська 89а вул.;7;201;185
34096;Алма-Атинська 89б вул.;7;201;185
34106;Алма-Атинська 91 вул.;7;201;185
34103;Алма-Атинська 93 вул.;7;201;185
34119;Алма-Атинська 95 вул.;7;201;185
32342;Алма-Атинська 97/1 вул.;7;201;185
32598;Алма-Атинська 99/2 вул.;7;201;185
67654;Андріївська 11/7А вул.;104;214;726
67714;Андріївська 8-12 вул.;104;214;726
66626;Андріївська 9А вул.;104;214;726
66187;Андріївський 11А узвіз;104;214;332
67076;Андріївський 11А'А'' узвіз;104;214;332
66006;Андріївський 22аБ узвіз;104;214;332
67280;Андріївський 2Б узвіз;104;214;332
65945;Андріївський 2В узвіз;104;214;332
66136;Андріївський 2Г узвіз;104;214;332
65918;Андріївський 30 узвіз;104;214;332
260071;Андріївський 34 узвіз;104;226;332
80866;Андріївський 34А узвіз;104;214;332
66175;Андріївський 3А узвіз;104;214;332
290023;Андрющенка Григорiя 7/19 вул.;117;152;870
76218;Андрющенка Григорія 4 вул.;117;217;525
129986;Андрющенка Григорія 4а вул.;117;217;525
74610;Андрющенка Григорія 4д вул.;117;217;525
75891;Андрющенка Григорія 7/19 вул.;117;217;525
49467;Антонова авіаконструктора 10 вул.;106;140;276
290886;Антонова авіаконструктора 10 вул.;106;140;276
56675;Антонова авіаконструктора 11 вул.;106;139;276
56659;Антонова авіаконструктора 12 вул.;106;140;276
290887;Антонова авіаконструктора 12 вул.;106;140;276
51959;Антонова авіаконструктора 13 вул.;106;139;276
48689;Антонова авіаконструктора 14 вул.;106;140;276
50004;Антонова авіаконструктора 15 вул.;106;139;276
290846;Антонова авіаконструктора 15 вул.;106;139;276
50421;Антонова авіаконструктора 15-А вул.;106;139;276
48637;Антонова авіаконструктора 16 вул.;106;140;276
50366;Антонова авіаконструктора 17 вул.;106;139;276
50518;Антонова авіаконструктора 18 вул.;106;140;276
56674;Антонова авіаконструктора 2/32 корп.1 вул.;106;139;276
52063;Антонова авіаконструктора 2/32 корп.2 вул.;106;139;276
50815;Антонова авіаконструктора 2/32 корп.3 вул.;106;139;276
50596;Антонова авіаконструктора 2/32 корп.4 вул.;106;139;276
51969;Антонова авіаконструктора 2/32 корп.4-А вул.;106;139;276
50309;Антонова авіаконструктора 2/32 корп.5 вул.;106;139;276
50262;Антонова авіаконструктора 2/32 корп.6 вул.;106;139;276
50218;Антонова авіаконструктора 2/32 корп.7 вул.;106;139;276
52028;Антонова авіаконструктора 2/32 корп.8 вул.;106;139;276
290844;Антонова авіаконструктора 2/32,корп.2 вул.;106;139;276
49132;Антонова авіаконструктора 20 вул.;106;140;276
290888;Антонова авіаконструктора 20 вул.;106;140;276
51048;Антонова авіаконструктора 3 вул.;106;139;276
49595;Антонова авіаконструктора 35 вул.;106;140;276
50921;Антонова авіаконструктора 37 вул.;106;140;276
290889;Антонова авіаконструктора 37 вул.;106;140;276
49185;Антонова авіаконструктора 39 вул.;106;140;276
49877;Антонова авіаконструктора 4 вул.;106;139;276
290845;Антонова авіаконструктора 4 вул.;106;139;276
49951;Антонова авіаконструктора 4 корп.1 вул.;106;139;276
49156;Антонова авіаконструктора 41 вул.;106;140;276
49068;Антонова авіаконструктора 45 вул.;106;140;276
50395;Антонова авіаконструктора 47 вул.;106;140;276
55414;Антонова авіаконструктора 7 вул.;106;139;276
49594;Антонова авіаконструктора 8 вул.;106;140;276
290890;Антонова авіаконструктора 8 вул.;106;140;276
55439;Антонова авіаконструктора 9 вул.;106;139;276
124683;Арсенальна 15 вул.;103;108;390
125006;Арсенальна 17 вул.;103;108;390
128272;Арсенальний 5 пров.;103;108;391
290026;Артема/ Січових Стрільців 10 вул.;117;150;791
290049;Артема/ Січових Стрільців 103 вул.;117;153;791
290027;Артема/ Січових Стрільців 12 вул.;117;150;791
290028;Артема/ Січових Стрільців 14 вул.;117;150;791
290050;Артема/ Січових Стрільців 14А вул.;117;150;791
290029;Артема/ Січових Стрільців 24 вул.;117;150;791
290051;Артема/ Січових Стрільців 26А вул.;117;150;791
290052;Артема/ Січових Стрільців 28А вул.;117;150;791
290053;Артема/ Січових Стрільців 30А вул.;117;150;791
290030;Артема/ Січових Стрільців 31 вул.;117;150;791
290054;Артема/ Січових Стрільців 32-38 вул.;117;150;791
290055;Артема/ Січових Стрільців 33А вул.;117;150;791
290056;Артема/ Січових Стрільців 33Б вул.;117;150;791
290031;Артема/ Січових Стрільців 35 вул.;117;150;791
290032;Артема/ Січових Стрільців 40 вул.;117;150;791
290033;Артема/ Січових Стрільців 42 вул.;117;150;791
290034;Артема/ Січових Стрільців 44 вул.;117;150;791
290035;Артема/ Січових Стрільців 47 вул.;117;150;791
290036;Артема/ Січових Стрільців 48 вул.;117;150;791
290024;Артема/ Січових Стрільців 5 вул.;117;150;791
290037;Артема/ Січових Стрільців 52 вул.;117;150;791
290038;Артема/ Січових Стрільців 53 вул.;117;150;791
290039;Артема/ Січових Стрільців 55 вул.;117;150;791
290057;Артема/ Січових Стрільців 58/2в вул.;117;150;791
290058;Артема/ Січових Стрільців 59-65 вул.;117;150;791
290059;Артема/ Січових Стрільців 59А вул.;117;150;791
290040;Артема/ Січових Стрільців 68 вул.;117;150;791
290025;Артема/ Січових Стрільців 7 вул.;117;150;791
290041;Артема/ Січових Стрільців 70 вул.;117;150;791
290042;Артема/ Січових Стрільців 72 вул.;117;150;791
290043;Артема/ Січових Стрільців 74 вул.;117;150;791
290044;Артема/ Січових Стрільців 76 вул.;117;150;791
290045;Артема/ Січових Стрільців 77 вул.;117;150;791
290046;Артема/ Січових Стрільців 79 вул.;117;150;791
290047;Артема/ Січових Стрільців 81 вул.;117;150;791
290048;Артема/ Січових Стрільців 84 вул.;117;150;791
290060;Артема/ Січових Стрільців 9В вул.;117;150;791
290062;Артилерiйський 5А пров.;117;151;871
290061;Артилерiйський 7-9 пров.;117;151;871
290063;Артилерiйський 7А пров.;117;151;871
290064;Артилерiйський 9А пров.;117;151;871
70289;Артилерійський 1 пров.;117;219;92
70776;Артилерійський 11 пров.;117;219;92
70786;Артилерійський 13 пров.;117;219;92
71684;Артилерійський 3 пров.;117;219;92
70310;Артилерійський 5 пров.;117;219;92
70303;Артилерійський 5-а пров.;117;219;92
71692;Артилерійський 5-б пров.;117;219;92
70321;Артилерійський 7-а пров.;117;219;92
70353;Артилерійський 7/9 пров.;117;219;92
70743;Артилерійський 9-а пров.;117;219;92
220063;Архітектора Ніколаєва 7 вул.;11;;867
30853;Астраханська 25 вул.;7;200;186
32375;Астраханська 3 вул.;7;200;186
30911;Астраханська 5 вул.;7;200;186
130451;Ахматової Анни 11 вул.;126;62;69
210007;Ахматової Анни 13в вул.;10;;69
11782;Ахматової Анни 14-Б вул.;10;73;69
12088;Ахматової Анни 15 вул.;10;62;69
13521;Ахматової Анни 16-В вул.;10;73;69
210006;Ахматової Анни 2а вул.;10;;69
13597;Ахматової Анни 3-А вул.;10;62;69
10235;Ахматової Анни 39-Б вул.;10;69;69
21432;Ахматової Анни 4 вул.;10;73;69
10302;Ахматової Анни 41 вул.;10;69;69
11432;Ахматової Анни 43 вул.;10;69;69
12125;Ахматової Анни 5 вул.;10;62;69
11792;Ахматової Анни 7/15 вул.;10;62;69
130452;Ахматової Анни 9/18 вул.;10;62;69
290074;Бiлоруська 10/18 вул.;117;153;872
290066;Бiлоруська 13 вул.;117;149;872
290067;Бiлоруська 15 вул.;117;153;872
290075;Бiлоруська 15А вул.;117;153;872
290068;Бiлоруська 17 вул.;117;153;872
290069;Бiлоруська 21 вул.;117;153;872
290070;Бiлоруська 23 вул.;117;153;872
290071;Бiлоруська 26 вул.;117;149;872
290072;Бiлоруська 28 вул.;117;153;872
290076;Бiлоруська 28А вул.;117;149;872
290073;Бiлоруська 34 вул.;117;153;872
290065;Бiлоруська 5 вул.;117;153;872
290077;Бабушкiна/ Безрука Марка 23 вул.;117;150;980
290078;Бабушкiна/ Безрука Марка 25 вул.;117;150;980
290079;Бабушкiна/ Безрука Марка 29 вул.;117;150;980
70413;Бабушкіна/ Безручка Марка 8 вул.;116;27;936
290081;Багговутiвська 28 вул.;117;149;874
290082;Багговутiвська 30 вул.;117;149;874
290083;Багговутiвська 34 вул.;117;149;874
290084;Багговутiвська 36 вул.;117;149;874
290085;Багговутiвська 38 вул.;117;149;874
290080;Багговутiвська 4 вул.;117;153;874
73932;Багговутівська 12 вул.;117;224;10
74431;Багговутівська 28 вул.;117;224;10
73742;Багговутівська 3/15а вул.;117;211;10
73452;Багговутівська 3/15б вул.;117;211;10
74469;Багговутівська 30 вул.;117;224;10
74486;Багговутівська 32 вул.;117;224;10
74527;Багговутівська 34 вул.;117;224;10
76103;Багговутівська 36 вул.;117;224;10
74611;Багговутівська 38 вул.;117;224;10
73697;Багговутівська 4 вул.;117;211;10
76361;Багговутівська 40 вул.;117;224;10
74231;Багговутівська 8/10 вул.;117;224;10
12381;Бажана 28 просп.;10;85;125
12382;Бажана 28-В просп.;10;85;125
22097;Бажана 32 просп.;10;85;125
210005;Бажана 3а просп.;10;;125
12704;Бажана 5 просп.;10;64;125
12738;Бажана 5-А просп.;10;64;125
12775;Бажана 5-Б просп.;10;64;125
12905;Бажана 5-В просп.;10;64;125
14327;Бажана 5-Е просп.;10;64;125
13046;Бажана 7-А просп.;10;64;125
13008;Бажана 7-Б просп.;10;64;125
12859;Бажана 7-В просп.;10;64;125
12874;Бажана 7-Г просп.;10;64;125
12857;Бажана 7-І просп.;10;64;125
13138;Бажана 9-А просп.;10;64;125
12891;Бажана 9-Б просп.;10;64;125
13171;Бажана 9-В просп.;10;64;125
13191;Бажана 9-Г просп.;10;64;125
13146;Бажана 9-З просп.;10;64;125
29979;Бажова 1 вул.;7;202;187
31368;Бажова 10 вул.;7;202;187
31246;Бажова 11/8 вул.;7;202;187
33675;Бажова 12 вул.;7;202;187
31258;Бажова 13/9 вул.;7;202;187
33676;Бажова 15/20 вул.;7;202;187
31435;Бажова 3 вул.;7;202;187
29988;Бажова 4 вул.;7;202;187
33867;Бажова 5 вул.;7;202;187
29963;Бажова 6 вул.;7;202;187
31437;Бажова 7/21 вул.;7;202;187
29897;Бажова 9а вул.;7;202;187
290086;Бакинська 26 вул.;117;155;406
71827;Бакинська 26 вул.;117;223;406
71826;Бакинська 28 вул.;117;223;406
72380;Бакинська 30 вул.;117;223;406
73292;Бакинська 34 вул.;117;223;406
73215;Бакинська 37 вул.;117;223;406
73210;Бакинська 37а вул.;117;223;406
72385;Бакинська 37б вул.;117;223;406
290087;Бакинська 37В вул.;117;155;406
71881;Бакинська 37в вул.;117;223;406
73224;Бакинська 37г вул.;117;223;406
70403;Балакліївська 12 вул.;116;27;6
70393;Балакліївська 14 вул.;116;27;6
37159;Бальзака 100/31 вул.;11;191;63
41150;Бальзака 14 вул.;11;206;63
37288;Бальзака 16 вул.;11;206;63
130858;Бальзака 16-а вул.;11;206;63
36508;Бальзака 20 вул.;11;206;63
130859;Бальзака 26 вул.;11;206;63
36578;Бальзака 26-а вул.;11;206;63
39979;Бальзака 38 вул.;11;190;63
36218;Бальзака 4 вул.;11;206;63
41569;Бальзака 4-а вул.;11;206;63
36700;Бальзака 40/11 вул.;11;190;63
38370;Бальзака 44 вул.;11;190;63
36776;Бальзака 46-а вул.;11;190;63
37008;Бальзака 48-а вул.;11;190;63
36992;Бальзака 50 вул.;11;190;63
36785;Бальзака 52 вул.;11;190;63
36848;Бальзака 52-а вул.;11;190;63
38410;Бальзака 54-а вул.;11;193;63
37001;Бальзака 54/21 вул.;11;190;63
39907;Бальзака 55 вул.;11;189;63
39909;Бальзака 55-в вул.;11;189;63
39984;Бальзака 55-г вул.;11;189;63
40180;Бальзака 56 вул.;11;193;63
130860;Бальзака 57 вул.;11;189;63
37157;Бальзака 58 вул.;11;193;63
40065;Бальзака 6 вул.;11;206;63
37002;Бальзака 61 вул.;11;189;63
36853;Бальзака 63 вул.;11;189;63
38387;Бальзака 65 вул.;11;189;63
39966;Бальзака 65-а вул.;11;189;63
41495;Бальзака 66/21 вул.;11;193;63
41497;Бальзака 68 вул.;11;193;63
41496;Бальзака 70 вул.;11;193;63
40169;Бальзака 72/19 вул.;11;193;63
37047;Бальзака 73 вул.;11;189;63
36859;Бальзака 75 вул.;11;189;63
38391;Бальзака 79 вул.;11;189;63
35086;Бальзака 8 вул.;11;206;63
35368;Бальзака 8-а вул.;11;206;63
35097;Бальзака 8-б вул.;11;206;63
40108;Бальзака 80 вул.;11;191;63
37049;Бальзака 81/1 вул.;11;189;63
40157;Бальзака 82 вул.;11;191;63
36865;Бальзака 83/2 вул.;11;192;63
37170;Бальзака 84 вул.;11;191;63
41423;Бальзака 86 вул.;11;191;63
38442;Бальзака 88 вул.;11;191;63
37101;Бальзака 88-а вул.;11;191;63
39959;Бальзака 89 вул.;11;192;63
40107;Бальзака 92 вул.;11;191;63
38439;Бальзака 92-а вул.;11;191;63
37099;Бальзака 98/29 вул.;11;191;63
124144;Барбюса Анрі 11/2 вул.;103;109;374
122001;Барбюса Анрі 22/26 вул.;103;109;374
124190;Барбюса Анрі 32 вул.;103;109;374
124624;Барбюса Анрі 47 вул.;103;109;374
123266;Барбюса Анрі 49 вул.;103;109;374
122671;Барбюса Анрі 5 вул.;103;109;374
124083;Барбюса Анрі 5-А вул.;103;109;374
123441;Барбюса Анрі 56 вул.;103;109;374
124390;Барбюса Анрі 56/2 вул.;103;109;374
123170;Барбюса Анрі 58/1 вул.;103;109;374
122685;Басейна 1/2 вул.;103;111;316
121989;Басейна 10/2 вул.;103;111;316
122051;Басейна 11А вул.;103;111;316
124121;Басейна 11Б вул.;103;111;316
122679;Басейна 12 вул.;103;111;316
128452;Басейна 13 вул.;103;111;316
122102;Басейна 15 вул.;103;111;316
124143;Басейна 17 вул.;103;111;316
124177;Басейна 19А вул.;103;111;316
122357;Басейна 19Б вул.;103;111;316
122348;Басейна 21А вул.;103;111;316
100003;Басейна 21Б вул.;103;111;316
122360;Басейна 23/52 вул.;103;111;316
122745;Басейна 3 вул.;103;111;316
122688;Басейна 5А фас. вул.;103;111;316
122744;Басейна 5А фліг. вул.;103;111;316
124102;Басейна 5Б фас. вул.;103;111;316
124118;Басейна 5Б фліг. вул.;103;111;316
100004;Басейна 7 вул.;103;111;316
122047;Басейна 9 вул.;103;111;316
124120;Басейна 9Г вул.;103;111;316
126517;Бастіонна 1/36 вул.;103;110;354
128087;Бастіонна 10 вул.;103;110;354
128388;Бастіонна 11А вул.;103;110;354
127152;Бастіонна 12 вул.;103;110;354
128300;Бастіонна 13 вул.;103;110;354
127362;Бастіонна 14 вул.;103;110;354
127976;Бастіонна 14А вул.;103;110;354
127099;Бастіонна 16 вул.;103;110;354
127712;Бастіонна 3/12 вул.;103;110;354
126678;Бастіонна 4 вул.;103;110;354
126747;Бастіонна 5А вул.;103;110;354
128393;Бастіонний 11 пров.;103;110;386
127364;Бастіонний 3 пров.;103;110;386
127365;Бастіонний 5 пров.;103;110;386
127183;Бастіонний 7 пров.;103;110;386
70039;Баумана 4 пров.;117;212;38
71286;Баумана 6 пров.;117;212;38
70048;Баумана 8 пров.;117;212;38
71234;Баумана/ Корчака Януша 23/2 вул.;13;60;1005
71250;Баумана/ Корчака Януша 25 вул.;13;60;1005
118001;Баумана/ Корчака Януша 60 вул.;117;212;1005
118002;Баумана/ Корчака Януша 64 вул.;117;212;1005
290088;Баумана/ Корчака Януша 7/2 вул.;117;150;1005
70136;Бауманська 10 вул.;117;212;472
71146;Бауманська 16 вул.;117;212;472
70162;Бауманська 20А вул.;117;212;472
70166;Бауманська 24/1 вул.;117;212;472
71249;Бауманська 28/2 вул.;117;212;472
69896;Бауманська 3 вул.;117;212;472
69736;Бауманська 7/2 вул.;117;212;472
92883;Бахмацька 10 вул.;105;126;536
93120;Бахмацька 18 вул.;105;126;536
70855;Безручка Марка 23 вул.;117;212;992
69714;Безручка Марка 25 вул.;117;212;992
71066;Безручка Марка 27 вул.;117;212;992
71098;Безручка Марка 27/3 вул.;117;212;992
70149;Безручка Марка 29 вул.;117;212;992
71086;Безручка Марка 29А вул.;117;212;992
34281;Берегова 1 вул.;7;185;30
33015;Берегова 10 вул.;7;185;30
33014;Берегова 11 вул.;7;185;30
34283;Берегова 2 вул.;7;185;30
33013;Берегова 3 вул.;7;185;30
34282;Берегова 4 вул.;7;185;30
34278;Берегова 5 вул.;7;185;30
130870;Берегова 6 вул.;7;185;30
34279;Берегова 7 вул.;7;185;30
32874;Берегова 8 вул.;7;185;30
32872;Берегова 9 вул.;7;185;30
89590;Бережанська 10 вул.;1;182;837
89588;Бережанська 12 вул.;1;182;837
87968;Бережанська 14 вул.;1;182;837
89589;Бережанська 16 вул.;1;182;837
240030;Бережанська 16-Б вул.;1;45;837
82934;Бережанська 16А вул.;1;182;837
82925;Бережанська 18 вул.;1;182;837
83021;Бережанська 20 вул.;1;182;837
30634;Березнева 3 вул.;7;205;666
31136;Березнева 7 вул.;7;205;666
29763;Березняківська 10 вул.;7;197;188
29863;Березняківська 16 вул.;7;197;188
29564;Березняківська 16а вул.;7;197;188
34673;Березняківська 16б вул.;7;197;188
29748;Березняківська 2 вул.;7;197;188
29905;Березняківська 20 вул.;7;197;188
31024;Березняківська 22б вул.;7;197;188
34672;Березняківська 24б вул.;7;197;188
31028;Березняківська 26 вул.;7;197;188
29561;Березняківська 30 вул.;7;197;188
30926;Березняківська 30а вул.;7;197;188
33552;Березняківська 34а вул.;7;197;188
33603;Березняківська 34б вул.;7;197;188
33508;Березняківська 36-б вул.;7;197;188
34833;Березняківська 36-в вул.;7;197;188
33507;Березняківська 36-г вул.;7;197;188
33551;Березняківська 38 вул.;7;197;188
28795;Березняківська 38а вул.;7;197;188
29505;Березняківська 4 вул.;7;197;188
29794;Березняківська 6 вул.;7;197;188
230023;Березняківська 8 вул.;78;25;188
38382;Беретті 10 вул.;11;190;65
36996;Беретті 12 вул.;11;190;65
36957;Беретті 14 вул.;11;190;65
36749;Беретті 14-а вул.;11;190;65
220030;Беретті 18 вул.;11;54;65
36784;Беретті 5-а вул.;11;190;65
38392;Беретті 6 вул.;11;190;65
36855;Беретті 6-а вул.;11;190;65
37038;Беретті 6-б вул.;11;190;65
36796;Беретті 8 вул.;11;190;65
199999;Берковецька 6 вул.;105;138;789
290091;Берлинського Максима 14 вул.;117;155;875
290094;Берлинського Максима 23/8 вул.;117;155;875
290092;Берлинського Максима 25 вул.;117;155;875
290095;Берлинського Максима 27/9 вул.;117;155;875
290093;Берлинського Максима 31 вул.;117;155;875
290089;Берлинського Максима 4 вул.;117;155;875
290090;Берлинського Максима 6 вул.;117;155;875
72594;Берлінського Максима 14 вул.;117;223;423
71973;Берлінського Максима 16 вул.;117;223;423
71400;Берлінського Максима 18/7 вул.;117;223;423
71434;Берлінського Максима 20 вул.;117;223;423
72573;Берлінського Максима 21/5 вул.;117;223;423
71359;Берлінського Максима 23/8 вул.;117;223;423
80435;Берлінського Максима 23/8а вул.;117;223;423
72587;Берлінського Максима 25 вул.;117;223;423
71362;Берлінського Максима 27/9 вул.;117;223;423
72604;Берлінського Максима 31 вул.;117;223;423
71275;Берлінського Максима 4 вул.;117;219;423
71341;Берлінського Максима 6 вул.;117;219;423
124091;Бессарабська 5 площа;103;111;212
129790;Бессарабська 7А площа;103;111;212
130850;Бессарабська 7Б площа;103;111;212
122696;Бессарабська 9/1А площа;103;111;212
129354;Бессарабська 9/1А' площа;103;111;212
129789;Бессарабська 9/1Б площа;103;111;212
62271;Бестужева Олександра 11 пров.;104;213;599
62240;Бестужева Олександра 13 пров.;104;213;599
63498;Бестужева Олександра 15 пров.;104;213;599
62218;Бестужева Олександра 17 пров.;104;213;599
62206;Бестужева Олександра 19 пров.;104;213;599
63636;Бестужева Олександра 20 пров.;104;215;599
61728;Бестужева Олександра 22 пров.;104;215;599
